time,lat,lon,ele
2025-09-05 16:29:19.850569,38.7686300,-87.7665033,8342.17
2025-09-05 16:29:20.390066,39.9583992,-84.5947755,8776.92
2025-09-05 16:29:20.870438,40.5474621,-84.7771689,8993.46
2025-09-05 16:29:21.349599,40.1147420,-87.2436834,8834.31
2025-09-05 16:29:21.890005,39.8780196,-87.2933341,8747.43
2025-09-05 16:29:22.370562,38.6006616,-87.5619331,8281.11
2025-09-05 16:29:22.850383,39.1780720,-87.6246856,8491.36
2025-09-05 16:29:23.390958,40.7903639,-86.6302600,9082.97
2025-09-05 16:29:23.869786,40.9270513,-87.2321635,9133.39
2025-09-05 16:29:24.349557,41.6625058,-86.5103287,9405.29
2025-09-05 16:29:24.897507,41.2519679,-85.9811999,9253.39
2025-09-05 16:29:25.370846,41.6733675,-83.4918678,9409.31
2025-09-05 16:29:25.856058,41.9945223,-83.4687636,9528.33
2025-09-05 16:29:26.389809,40.6720127,-86.7129845,9039.34
2025-09-05 16:29:26.871203,40.5552983,-87.0015488,8996.34
2025-09-05 16:29:27.350464,40.2869192,-87.4305403,8897.59
2025-09-05 16:29:27.830049,40.6948672,-86.8328053,9047.76
2025-09-05 16:29:28.369627,41.6896270,-86.8423043,9415.33
2025-09-05 16:29:28.850250,39.6978770,-87.9410792,8681.41
2025-09-05 16:29:29.330180,39.3462943,-86.9049353,8552.78
2025-09-05 16:29:29.871466,39.3163042,-87.7980465,8541.83
2025-09-05 16:29:30.350378,40.7080999,-86.8594056,9052.64
2025-09-05 16:29:30.830554,40.2602619,-87.3851425,8887.79
2025-09-05 16:29:31.369362,40.7804438,-85.6704075,9079.31
2025-09-05 16:29:31.850491,41.6792754,-85.5084733,9411.50
2025-09-05 16:29:32.330667,40.5459391,-85.7083836,8992.90
2025-09-05 16:29:32.870507,41.2514913,-84.2025260,9253.22
2025-09-05 16:29:33.350460,41.7265162,-84.2784305,9429.00
2025-09-05 16:29:33.830129,41.0688306,-86.9345866,9185.73
2025-09-05 16:29:34.369513,40.3566874,-87.0934487,8923.24
2025-09-05 16:29:34.849922,40.2521427,-87.3542245,8884.80
2025-09-05 16:29:35.329899,40.9387467,-86.2077868,9137.71
2025-09-05 16:29:35.870335,40.5801582,-86.5403028,9005.50
2025-09-05 16:29:36.350292,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:36.830940,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:37.370371,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:37.855731,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:38.329404,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:38.871082,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:39.350141,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:39.829588,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:40.370296,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:40.851981,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:41.330761,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:41.870174,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:42.350123,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:42.830528,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:43.377762,37.0806651,-83.1843703,7793.32
2025-09-05 16:29:43.849383,37.0803368,-83.1842607,7742.24
2025-09-05 16:29:44.332170,37.0804497,-83.1842025,7799.10
2025-09-05 16:29:44.870199,37.0804219,-83.1842346,7794.25
2025-09-05 16:29:45.350088,37.0803022,-83.1842395,7757.05
2025-09-05 16:29:45.829993,37.0803500,-83.1842203,7768.61
2025-09-05 16:29:46.370462,37.0803817,-83.1842442,7751.50
2025-09-05 16:29:46.849862,37.0802736,-83.1841910,7762.63
2025-09-05 16:29:47.330513,37.0802215,-83.1842309,7758.75
2025-09-05 16:29:47.869919,37.0801903,-83.1842912,7706.55
2025-09-05 16:29:48.349932,37.0801146,-83.1842277,7741.82
2025-09-05 16:29:48.832443,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:49.373117,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:49.849373,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:50.329636,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:50.813399,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:51.353499,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:51.830146,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:52.311282,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:52.850094,37.0801493,-83.1842752,7738.07
2025-09-05 16:29:53.329898,37.0801493,-83.1842752,7738.07
2025-09-05 16:30:39.949576,45.3080817,-76.4339246,10762.50
2025-09-05 16:30:40.429753,45.9390881,-76.5481988,10998.00
2025-09-05 16:30:40.909867,45.3091446,-76.4298249,10762.90
2025-09-05 16:30:41.391148,45.3300750,-76.4314940,10770.71
2025-09-05 16:30:41.934076,45.7779439,-76.5116341,10937.86
2025-09-05 16:30:42.409088,45.3311274,-76.4273890,10771.10
2025-09-05 16:30:42.889858,44.3937476,-76.2573565,10421.28
2025-09-05 16:30:43.435871,44.6362666,-76.2981865,10511.77
2025-09-05 16:30:43.915918,45.0983722,-76.3787879,10684.23
2025-09-05 16:30:44.389449,44.2042462,-76.2179645,10350.59
2025-09-05 16:30:44.929807,44.6383300,-76.2923155,10512.54
2025-09-05 16:30:45.409293,44.6661427,-76.2951675,10522.92
2025-09-05 16:30:45.889277,43.7595604,-76.1348532,10184.78
2025-09-05 16:30:46.430330,44.0005995,-76.1744300,10274.64
2025-09-05 16:30:46.912199,45.7427278,-76.4832254,10924.72
2025-09-05 16:30:47.388979,44.6812540,-76.2895185,10528.56
2025-09-05 16:30:47.929433,44.1204356,-76.1891406,10319.33
2025-09-05 16:30:48.409796,45.1035873,-76.3606107,10686.18
2025-09-05 16:30:48.888769,42.4740530,-75.9073285,9706.33
2025-09-05 16:30:49.434997,42.3779410,-75.8897074,9670.63
2025-09-05 16:30:49.909554,42.3791577,-75.8880416,9671.08
2025-09-05 16:30:50.389756,43.5830098,-76.0868132,10118.98
2025-09-05 16:30:50.929224,44.8570458,-76.3060512,10594.16
2025-09-05 16:30:51.415243,41.5000327,-75.7409271,9345.14
2025-09-05 16:30:51.889233,43.8171889,-76.1207870,10206.26
2025-09-05 16:30:52.430137,44.1593384,-76.1776237,10333.84
2025-09-05 16:30:52.909232,43.7302755,-76.1019645,10173.86
2025-09-05 16:30:53.413074,44.1609378,-76.1738411,10334.44
2025-09-05 16:30:53.928810,45.1099431,-76.3383989,10688.55
2025-09-05 16:30:54.409366,45.6351334,-76.4308322,10884.57
2025-09-05 16:30:54.890138,45.3518693,-76.3774677,10778.85
2025-09-05 16:30:55.428735,44.3386910,-76.1964610,10400.74
2025-09-05 16:30:55.909307,44.1333547,-76.1589463,10324.15
2025-09-05 16:30:56.390420,44.4353045,-76.2091358,10436.79
2025-09-05 16:30:56.929792,44.2239197,-76.1704908,10357.93
2025-09-05 16:30:57.408891,43.6940023,-76.0779307,10160.34
2025-09-05 16:30:57.888981,44.8659378,-76.2782626,10597.48
2025-09-05 16:30:58.429289,43.9511403,-76.1176394,10256.20
2025-09-05 16:30:58.909493,44.4591807,-76.2030048,10445.69
2025-09-05 16:30:59.390108,45.3286884,-76.3540179,10770.19
2025-09-05 16:30:59.869336,45.5608452,-76.3935236,10856.84
2025-09-05 16:31:00.412569,47.0690316,-76.6705082,11419.30
2025-09-05 16:31:00.889796,45.1180033,-76.3101368,10691.56
2025-09-05 16:31:01.369106,45.1185778,-76.3081184,10691.77
2025-09-05 16:31:01.909694,47.8262642,-76.8095229,11701.08
2025-09-05 16:31:02.390247,47.3689897,-76.7185103,11530.99
2025-09-05 16:31:02.869653,48.1520294,-76.8687719,11822.11
2025-09-05 16:31:03.409644,48.4899585,-76.9336150,11947.51
2025-09-05 16:31:03.889517,49.2490619,-77.0855460,12228.56
2025-09-05 16:31:04.369242,49.4413009,-77.1228235,12299.57
2025-09-05 16:31:04.908898,48.9033602,-77.0095927,12100.68
2025-09-05 16:31:05.389562,49.2869834,-77.0856795,12242.57
2025-09-05 16:31:05.869033,47.0703068,-76.6452212,11419.77
2025-09-05 16:31:06.408828,47.2774862,-76.6822232,11496.93
2025-09-05 16:31:06.890059,47.3504075,-76.6937875,11524.07
2025-09-05 16:31:07.368914,47.5561002,-76.7308513,11600.62
2025-09-05 16:31:07.909953,46.9174123,-76.6071700,11362.82
2025-09-05 16:31:08.389504,47.1378328,-76.6463768,11444.92
2025-09-05 16:31:08.869246,47.8436533,-76.7792666,11707.55
2025-09-05 16:31:09.409495,49.0450425,-77.0156439,12153.12
2025-09-05 16:31:09.890258,49.4646900,-77.0992181,12308.21
2025-09-05 16:31:10.369366,47.7546408,-76.7548319,11674.46
2025-09-05 16:31:10.914471,48.5678214,-76.9119747,11976.38
2025-09-05 16:31:11.389237,47.5561003,-76.7118807,11600.62
2025-09-05 16:31:11.869363,47.1385174,-76.6302253,11445.18
2025-09-05 16:31:12.349172,47.4286919,-76.6828287,11553.21
2025-09-05 16:31:12.895863,47.7289208,-76.7383957,11664.89
2025-09-05 16:31:13.369117,47.6017408,-76.7111271,11617.59
2025-09-05 16:31:13.850479,47.9280742,-76.7720536,11738.92
2025-09-05 16:31:14.389508,48.3614186,-76.8537781,11899.83
2025-09-05 16:31:14.868487,46.8787334,-76.5677502,11348.40
2025-09-05 16:31:15.410387,47.3701310,-76.6575967,11531.41
2025-09-05 16:31:15.890454,45.3995720,-76.2958893,10796.65
2025-09-05 16:31:16.369164,45.4588159,-76.3041714,10818.76
2025-09-05 16:31:16.848667,45.4593087,-76.3021095,10818.95
2025-09-05 16:31:17.389149,45.4110618,-76.2914791,10800.94
2025-09-05 16:31:17.870887,46.9521858,-76.5675998,11375.77
2025-09-05 16:31:18.349616,46.6193362,-76.5043412,11251.72
2025-09-05 16:31:18.948913,46.2998947,-76.4434295,11132.60
2025-09-05 16:31:19.368358,45.1391497,-76.2354839,10699.45
2025-09-05 16:31:19.848988,46.3004224,-76.4395038,11132.80
2025-09-05 16:31:20.388886,46.3007738,-76.4368868,11132.93
2025-09-05 16:31:20.869174,43.9798050,-76.0326708,10266.89
2025-09-05 16:31:21.351981,45.4499233,-76.2815652,10815.44
2025-09-05 16:31:21.889355,46.5628577,-76.4786187,11230.66
2025-09-05 16:31:22.369846,46.6210738,-76.4865212,11252.37
2025-09-05 16:31:22.849583,46.9535435,-76.5452864,11376.28
2025-09-05 16:31:23.391389,46.6843420,-76.4935373,11275.95
2025-09-05 16:31:23.869104,45.4974982,-76.2791508,10833.20
2025-09-05 16:31:24.349968,45.4979811,-76.2770853,10833.38
2025-09-05 16:31:24.889070,45.1452796,-76.2137043,10701.74
2025-09-05 16:31:25.369416,46.4042488,-76.4336411,11171.52
2025-09-05 16:31:25.849306,48.2628709,-76.7786343,11863.26
2025-09-05 16:31:26.388911,46.4619168,-76.4395609,11193.02
2025-09-05 16:31:26.869314,47.9139305,-76.7072084,11733.67
2025-09-05 16:31:27.349751,46.8288602,-76.5017193,11329.82
2025-09-05 16:31:27.889619,46.8290261,-76.4994628,11329.88
2025-09-05 16:31:28.368687,47.3003448,-76.5840487,11505.44
2025-09-05 16:31:28.849346,47.3003987,-76.5817215,11505.46
2025-09-05 16:31:29.330596,47.6972002,-76.6541310,11653.10
2025-09-05 16:31:29.869112,48.4783342,-76.8007823,11943.20
2025-09-05 16:31:30.349813,48.8872725,-76.8784010,12094.73
2025-09-05 16:31:30.829196,47.6970787,-76.6469677,11653.05
2025-09-05 16:31:31.371020,47.9248602,-76.6871621,11737.73
2025-09-05 16:31:31.850529,46.4077091,-76.4051185,11172.81
2025-09-05 16:31:32.389445,48.2606156,-76.7464364,11862.42
2025-09-05 16:31:32.869234,48.3542900,-76.7620143,11897.19
2025-09-05 16:31:33.349899,47.8004000,-76.6540291,11691.47
2025-09-05 16:31:33.889276,48.2600909,-76.7390099,11862.23
2025-09-05 16:31:39.349115,48.9371783,-76.8429281,12113.20
2025-09-05 16:31:39.828504,48.9368406,-76.8403448,12113.08
2025-09-05 16:31:40.369022,48.5535756,-76.7634627,11971.10
2025-09-05 16:31:40.848490,48.5533280,-76.7609422,11971.01
2025-09-05 16:31:41.328742,48.0330231,-76.6594309,11777.91
2025-09-05 16:31:41.868993,48.1408638,-76.6773657,11817.97
2025-09-05 16:31:42.348686,48.6799789,-76.7779141,12017.95
2025-09-05 16:31:42.829032,48.8791848,-76.8140174,12091.74
2025-09-05 16:31:43.369020,48.7467442,-76.7858325,12042.69
2025-09-05 16:31:43.853094,49.0705650,-76.8463210,12162.56
2025-09-05 16:31:44.329431,47.2820162,-76.5059945,11498.61
2025-09-05 16:31:44.880639,48.4715091,-76.7255207,11940.67
2025-09-05 16:31:45.348958,48.3493108,-76.6998021,11895.34
2025-09-05 16:31:45.829536,48.5508423,-76.7357466,11970.09
2025-09-05 16:31:46.369070,48.3489077,-76.6948295,11895.19
2025-09-05 16:31:46.848514,48.3487058,-76.6923435,11895.11
2025-09-05 16:31:47.328849,48.2353219,-76.6684690,11853.03
2025-09-05 16:31:47.869010,49.0675872,-76.8254929,12161.46
2025-09-05 16:31:48.347952,48.8755907,-76.7857260,12090.40
2025-09-05 16:31:48.827990,47.3539123,-76.4980892,11525.38
2025-09-05 16:31:49.368604,48.8129459,-76.7686382,12067.21
2025-09-05 16:31:49.848668,48.8126324,-76.7660780,12067.09
2025-09-05 16:31:50.329512,48.6003363,-76.7229388,11988.43
2025-09-05 16:31:50.869024,48.6000728,-76.7204134,11988.34
2025-09-05 16:31:51.348414,49.0153047,-76.7976540,12142.11
2025-09-05 16:31:51.828743,48.7417090,-76.7424890,12040.82
2025-09-05 16:31:52.369005,49.1674590,-76.8221194,12198.39
2025-09-05 16:31:52.849289,46.0170462,-76.2433877,11027.08
2025-09-05 16:31:53.328773,49.3668712,-76.8559467,12272.09
2025-09-05 16:31:53.869050,48.8101183,-76.7456025,12066.16
2025-09-05 16:31:54.348680,47.5435105,-77.5024257,11595.93
2025-09-05 16:31:54.829291,47.7469127,-77.5527524,11671.58
2025-09-05 16:31:55.369275,47.7476452,-77.5500535,11671.85
2025-09-05 16:31:55.848991,49.8152334,-78.1124970,12437.50
2025-09-05 16:31:56.328501,48.4537187,-77.7150084,11934.07
2025-09-05 16:31:56.868234,48.0435964,-77.6667045,11781.84
2025-09-05 16:31:57.348493,48.0443103,-77.6639389,11782.11
2025-09-05 16:31:57.833673,48.0913925,-77.7460983,11799.59
2025-09-05 16:31:58.309646,48.0084277,-77.6746094,11768.78
2025-09-05 16:31:58.848295,48.3109395,-77.6573407,11881.10
2025-09-05 16:31:59.328471,48.0785702,-77.7101295,11794.83
2025-09-05 16:31:59.809015,46.9245508,-77.4999772,11365.48
2025-09-05 16:32:00.349355,49.8152984,-78.0651547,12437.53
2025-09-05 16:32:00.829184,49.3410888,-77.9300394,12262.56
2025-09-05 16:32:01.309551,49.3420810,-77.9000118,12262.93
2025-09-05 16:32:01.848336,48.4766381,-77.7277459,11942.57
2025-09-05 16:32:02.328838,49.0883276,-77.9475751,12169.13
2025-09-05 16:32:02.809001,48.8636474,-77.8816905,12085.98
2025-09-05 16:32:03.348891,48.8866179,-77.7633695,12094.49
2025-09-05 16:32:03.831089,49.1400931,-77.7609385,12188.27
2025-09-05 16:32:04.308211,37.0657638,-83.1895990,431.76
2025-09-05 16:32:04.848114,37.0655069,-83.1901051,343.94
2025-09-05 16:32:05.328600,37.0655197,-83.1901134,336.54
2025-09-05 16:32:05.809206,37.0654758,-83.1903448,317.37
2025-09-05 16:32:06.349190,37.0656427,-83.1900562,361.74
2025-09-05 16:32:06.828042,37.0658419,-83.1896018,436.59
2025-09-05 16:32:07.310196,37.0659466,-83.1893993,459.82
2025-09-05 16:32:07.848513,37.0658835,-83.1896159,442.00
2025-09-05 16:32:08.328679,37.0658131,-83.1900116,384.48
2025-09-05 16:32:08.808053,37.0656746,-83.1902993,340.96
2025-09-05 16:32:09.289624,37.0654824,-83.1906792,267.33
2025-09-05 16:32:09.830865,37.0653677,-83.1908061,254.35
2025-09-05 16:32:10.308624,37.0658841,-83.1897999,418.19
2025-09-05 16:32:10.788894,37.0657402,-83.1901309,357.01
2025-09-05 16:32:11.329129,37.0660268,-83.1896363,439.27
2025-09-05 16:32:11.808531,37.0660066,-83.1896348,426.48
2025-09-05 16:32:12.288668,37.0660477,-83.1895103,441.33
2025-09-05 16:32:12.828597,37.0661244,-83.1894868,452.82
2025-09-05 16:32:13.311901,37.0661297,-83.1894406,451.77
2025-09-05 16:32:13.788746,37.0661912,-83.1893507,463.88
2025-09-05 16:32:14.332339,37.0659590,-83.1896881,398.70
2025-09-05 16:32:14.807994,37.0662246,-83.1889315,511.93
2025-09-05 16:32:15.291560,37.0657051,-83.1902762,315.08
2025-09-05 16:32:15.835175,37.0658769,-83.1897341,380.36
2025-09-05 16:32:16.308369,37.0653715,-83.1913355,175.99
2025-09-05 16:32:16.788923,37.0659077,-83.1900349,369.78
2025-09-05 16:32:17.327734,37.0657492,-83.1903427,313.72
2025-09-05 16:32:17.808226,37.0657483,-83.1904815,291.74
2025-09-05 16:32:18.289564,37.0654958,-83.1914125,167.50
2025-09-05 16:32:18.768420,37.0662195,-83.1897446,411.32
2025-09-05 16:32:19.307764,37.0662386,-83.1895896,412.43
2025-09-05 16:32:19.788619,37.0659506,-83.1904829,283.39
2025-09-05 16:32:20.329120,37.0669255,-83.1880396,645.98
2025-09-05 16:32:20.808929,37.0660234,-83.1900623,337.34
2025-09-05 16:32:21.290105,37.0659919,-83.1903059,322.20
2025-09-05 16:32:21.768957,37.0662970,-83.1897385,419.06
2025-09-05 16:32:22.309004,37.0662570,-83.1897446,400.88
2025-09-05 16:32:22.788171,37.0658960,-83.1908477,242.87
2025-09-05 16:32:23.327969,37.0660972,-83.1901933,326.41
2025-09-05 16:32:23.808126,37.0656807,-83.1914415,152.42
2025-09-05 16:32:24.288204,37.0655985,-83.1915492,123.20
2025-09-05 16:32:24.768066,37.0660633,-83.1901545,314.51
2025-09-05 16:32:25.308854,37.0657286,-83.1908313,186.59
2025-09-05 16:32:25.791396,37.0657622,-83.1905960,197.80
2025-09-05 16:32:26.268639,37.0660889,-83.1899185,307.02
2025-09-05 16:32:26.808805,37.0662167,-83.1896606,352.02
2025-09-05 16:32:27.288072,37.0665842,-83.1884731,509.27
2025-09-05 16:32:27.772961,37.0661823,-83.1899487,317.51
2025-09-05 16:32:28.308445,37.0665164,-83.1892851,421.97
2025-09-05 16:32:28.789673,37.0664537,-83.1895862,381.75
2025-09-05 16:32:29.267941,37.0665053,-83.1893661,394.78
2025-09-05 16:32:29.809458,37.0661915,-83.1903649,251.33
2025-09-05 16:32:30.288553,37.0665097,-83.1892843,387.51
2025-09-05 16:32:30.768814,37.0661091,-83.1905122,216.46
2025-09-05 16:32:31.308007,37.0665380,-83.1893858,372.46
2025-09-05 16:32:31.792808,37.0664908,-83.1893002,371.46
2025-09-05 16:32:32.274702,37.0662974,-83.1897483,301.61
2025-09-05 16:32:32.808480,37.0663930,-83.1894981,341.23
2025-09-05 16:32:33.288758,37.0663095,-83.1900186,272.54
2025-09-05 16:32:33.768098,37.0662396,-83.1901520,251.37
2025-09-05 16:32:34.308279,37.0663893,-83.1898368,299.58
2025-09-05 16:32:34.789454,37.0664626,-83.1897533,311.56
2025-09-05 16:32:35.268457,37.0665803,-83.1895851,338.51
2025-09-05 16:32:35.868141,37.0669106,-83.1887006,464.48
2025-09-05 16:32:36.288185,37.0664986,-83.1896366,328.58
2025-09-05 16:32:36.827924,37.0666230,-83.1892666,371.01
2025-09-05 16:32:37.248570,37.0662387,-83.1901294,240.25
2025-09-05 16:32:37.788695,37.0662770,-83.1900172,257.21
2025-09-05 16:32:38.270957,37.0665059,-83.1893847,344.06
2025-09-05 16:32:38.808479,37.0669662,-83.1882182,508.18
2025-09-05 16:32:39.288091,37.0668836,-83.1884594,467.73
2025-09-05 16:32:39.775636,37.0670962,-83.1879336,535.61
2025-09-05 16:32:40.308573,37.0668440,-83.1883871,469.07
2025-09-05 16:32:40.788559,37.0664457,-83.1897463,282.63
2025-09-05 16:32:41.268505,37.0667198,-83.1889445,391.80
2025-09-05 16:32:41.748457,37.0663140,-83.1901608,225.65
2025-09-05 16:32:42.288675,37.0666006,-83.1893903,326.33
2025-09-05 16:32:42.773064,37.0666233,-83.1894676,313.73
2025-09-05 16:32:43.314682,37.0666439,-83.1894239,307.96
2025-09-05 16:32:43.788260,37.0667791,-83.1889402,356.93
2025-09-05 16:32:44.268329,37.0667964,-83.1892002,332.95
2025-09-05 16:32:44.808663,37.0666971,-83.1893869,307.61
2025-09-05 16:32:45.287733,37.0664642,-83.1901872,215.19
2025-09-05 16:32:45.768894,37.0666175,-83.1896474,275.69
2025-09-05 16:32:46.307955,37.0672700,-83.1878681,518.66
2025-09-05 16:32:46.787989,37.0673634,-83.1876739,539.65
2025-09-05 16:32:47.268475,37.0669501,-83.1889441,361.75
2025-09-05 16:32:47.808465,37.0667216,-83.1897845,259.48
2025-09-05 16:32:48.290643,37.0665777,-83.1903092,185.03
2025-09-05 16:32:48.767289,37.0668103,-83.1894685,282.01
2025-09-05 16:32:49.308573,37.0670906,-83.1887655,386.25
2025-09-05 16:32:49.787952,37.0670711,-83.1888302,376.67
2025-09-05 16:32:50.269012,37.0670439,-83.1887901,379.05
2025-09-05 16:32:50.748358,37.0668800,-83.1893329,307.09
2025-09-05 16:32:51.288946,37.0668900,-83.1890202,340.45
2025-09-05 16:32:51.827651,37.0668459,-83.1893037,306.83
2025-09-05 16:32:52.248339,37.0669352,-83.1892004,329.82
2025-09-05 16:32:52.788027,37.0668366,-83.1894397,282.17
2025-09-05 16:32:53.328260,37.0671199,-83.1887078,385.47
2025-09-05 16:32:53.748144,37.0669583,-83.1889900,345.46
2025-09-05 16:32:54.289379,37.0673804,-83.1878932,496.73
2025-09-05 16:32:54.769280,37.0673982,-83.1878613,497.86
2025-09-05 16:32:55.307750,37.0674378,-83.1878633,497.00
